name,team,bye_week,position,adp,name_normalized,match_key,year
Darnell Washington,PIT,9.0,TE,305.0,darnell washington,darnellwashington,2024
Eric Gray,NYG,11.0,RB,306.0,eric gray,ericgray,2024
Joshua Dobbs,NE,14.0,QB,307.0,joshua dobbs,joshuadobbs,2024
Jordan Whittington,LAR,6.0,WR,307.7,jordan whittington,jordanwhittington,2024
Luke Schoonmaker,DAL,7.0,TE,308.5,luke schoonmaker,lukeschoonmaker,2024
Mecole Hardman Jr.,GB,10.0,WR,308.5,mecole hardman,mecolehardman,2024
Cade York,FA,0.0,K,309.5,cade york,cadeyork,2024
Isaac Guerendo,SF,9.0,RB,310.0,isaac guerendo,isaacguerendo,2024
Dylan Laube,LV,10.0,RB,310.0,dylan laube,dylanlaube,2024
Peter LeBlanc,FA,0.0,WR,310.0,peter leblanc,peterleblanc,2024
Michael Gallup,WAS,14.0,WR,311.0,michael gallup,michaelgallup,2024
Derek Watt,FA,0.0,RB,311.0,derek watt,derekwatt,2024
Brandon McManus,GB,10.0,K,311.3,brandon mcmanus,brandonmcmanus,2024
Eli Stove,FA,0.0,WR,312.0,eli stove,elistove,2024
Caleb Huntley,FA,0.0,RB,313.0,caleb huntley,calebhuntley,2024
Cade Stover,HOU,14.0,TE,313.5,cade stover,cadestover,2024
A.T. Perry,DEN,14.0,WR,314.0,at perry,atperry,2024
Zay Jones,ARI,11.0,WR,314.5,zay jones,zayjones,2024
K.J. Osborn,WAS,14.0,WR,315.5,kj osborn,kjosborn,2024
Carson Wentz,FA,0.0,QB,315.5,carson wentz,carsonwentz,2024
Trey Sermon,PIT,9.0,RB,316.0,trey sermon,treysermon,2024
Clayton Thorson,FA,0.0,QB,316.0,clayton thorson,claytonthorson,2024
Joe Flacco,CLE,10.0,QB,317.5,joe flacco,joeflacco,2024
Tim Patrick,DET,5.0,WR,319.0,tim patrick,timpatrick,2024
Connor Heyward,PIT,9.0,TE,320.0,connor heyward,connorheyward,2024
Jared Wiley,KC,6.0,TE,320.5,jared wiley,jaredwiley,2024
Cole McDonald,FA,0.0,QB,321.0,cole mcdonald,colemcdonald,2024
Javon Baker,NE,14.0,WR,323.7,javon baker,javonbaker,2024
Malcolm Brown,FA,0.0,RB,324.0,malcolm brown,malcolmbrown,2024
Brevin Jordan,HU,14.0,TE,326.0,brevin jordan,brevinjordan,2024
Calvin Austin III,PIT,9.0,WR,326.0,calvin austin,calvinaustin,2024
Robbie Gould,FA,0.0,K,327.0,robbie gould,robbiegould,2024
Jimmy Garoppolo,LAR,6.0,QB,328.5,jimmy garoppolo,jimmygaroppolo,2024
Hendon Hooker,DET,5.0,QB,329.5,hendon hooker,hendonhooker,2024
Malik Washington,MIA,6.0,WR,331.0,malik washington,malikwashington,2024
Brock Wright,DET,5.0,TE,331.5,brock wright,brockwright,2024
Daniel Bellinger,NYG,11.0,TE,331.7,daniel bellinger,danielbellinger,2024
Nelson Agholor,FA,0.0,WR,332.0,nelson agholor,nelsonagholor,2024
Chad Ryland,ARI,11.0,K,332.0,chad ryland,chadryland,2024
Zach Wilson,MIA,6.0,QB,332.5,zach wilson,zachwilson,2024
Theo Johnson,NYG,11.0,TE,333.0,theo johnson,theojohnson,2024
Jacoby Brissett,ARI,11.0,QB,333.0,jacoby brissett,jacobybrissett,2024
Kendrick Bourne,NE,14.0,WR,334.0,kendrick bourne,kendrickbourne,2024
Leonard Fournette,FA,0.0,RB,334.0,leonard fournette,leonardfournette,2024
Josh Reynolds,NYJ,12.0,WR,334.5,josh reynolds,joshreynolds,2024
Greg Joseph,SF,9.0,K,334.5,greg joseph,gregjoseph,2024
Equanimeous St. Brown,FA,0.0,WR,334.5,equanimeous st brown,equanimeousstbrown,2024
Cam Akers,NO,12.0,RB,334.7,cam akers,camakers,2024
Donovan Peoples-Jones,NO,12.0,WR,336.0,donovan peoples jones,donovanpeoplesjones,2024
Josh Gordon,FA,0.0,WR,338.0,josh gordon,joshgordon,2024
Jonathan Mingo,DAL,7.0,WR,340.3,jonathan mingo,jonathanmingo,2024
Tommy DeVito,NYG,11.0,QB,343.5,tommy devito,tommydevito,2024
DeWayne McBride,FA,0.0,RB,344.0,dewayne mcbride,dewaynemcbride,2024
Treylon Burks,TEN,5.0,WR,347.0,treylon burks,treylonburks,2024
Tyler Scott,CHI,7.0,WR,349.0,tyler scott,tylerscott,2024
Keaontay Ingram,KC,6.0,RB,349.0,keaontay ingram,keaontayingram,2024
Matt Ryan,FA,0.0,QB,350.0,matt ryan,mattryan,2024
Brett Maher,FA,0.0,K,352.0,brett maher,brettmaher,2024
Ty Johnson,BUF,12.0,RB,354.0,ty johnson,tyjohnson,2024
Craig Reynolds,DET,5.0,RB,356.0,craig reynolds,craigreynolds,2024
Trey Lance,LAC,5.0,QB,357.5,trey lance,treylance,2024
Cooper Rush,BAL,14.0,QB,359.0,cooper rush,cooperrush,2024
Sam Howell,MIN,6.0,QB,361.0,sam howell,samhowell,2024
Spencer Rattler,NO,12.0,QB,361.0,spencer rattler,spencerrattler,2024
Josh Oliver,MIN,6.0,TE,363.0,josh oliver,josholiver,2024
D.J. Montgomery,IND,14.0,WR,364.0,dj montgomery,djmontgomery,2024
Jakob Johnson,HOU,14.0,RB,364.0,jakob johnson,jakobjohnson,2024
Patrick Taylor Jr.,SF,9.0,RB,364.5,patrick taylor,patricktaylor,2024
Elijah Higgins,ARI,11.0,TE,365.0,elijah higgins,elijahhiggins,2024
Henry Pearson,FA,0.0,RB,367.0,henry pearson,henrypearson,2024
Davis Allen,LAR,6.0,TE,367.0,davis allen,davisallen,2024
Johnny Wilson,PHI,5.0,WR,367.0,johnny wilson,johnnywilson,2024
Mo Alie-Cox,IND,14.0,TE,368.5,mo alie cox,moaliecox,2024
Tutu Atwell,LAR,6.0,WR,370.0,tutu atwell,tutuatwell,2024
David Moore,CAR,11.0,WR,371.0,david moore,davidmoore,2024
DJ Chark Jr.,FA,0.0,WR,371.0,dj chark,djchark,2024
John Metchie III,HOU,14.0,WR,371.5,john metchie,johnmetchie,2024
Tyler Higbee,LAR,6.0,TE,371.7,tyler higbee,tylerhigbee,2024
Shane Zylstra,DET,5.0,TE,372.0,shane zylstra,shanezylstra,2024
Robert Woods,PIT,9.0,WR,373.0,robert woods,robertwoods,2024
Nick Sciba,FA,0.0,K,373.0,nick sciba,nicksciba,2024
Alec Ingold,MIA,6.0,RB,374.0,alec ingold,alecingold,2024
Justyn Ross,KC,6.0,WR,375.0,justyn ross,justynross,2024
Kenny McIntosh,SEA,10.0,RB,379.0,kenny mcintosh,kennymcintosh,2024
Khari Blasingame,FA,0.0,RB,379.0,khari blasingame,khariblasingame,2024
Lucky Jackson,MIN,6.0,WR,379.5,lucky jackson,luckyjackson,2024
Tyson Bagent,CHI,7.0,QB,380.0,tyson bagent,tysonbagent,2024
Emanuel Wilson,GB,10.0,RB,380.0,emanuel wilson,emanuelwilson,2024
Julio Jones,FA,0.0,WR,380.0,julio jones,juliojones,2024
Adam Trautman,DEN,14.0,TE,381.0,adam trautman,adamtrautman,2024
Ameer Abdullah,FA,0.0,RB,381.0,ameer abdullah,ameerabdullah,2024
Julian Hill,MIA,6.0,TE,382.0,julian hill,julianhill,2024
Rasheen Ali,BAL,14.0,RB,382.5,rasheen ali,rasheenali,2024
Nick Foles,FA,0.0,QB,384.0,nick foles,nickfoles,2024
Jeff Wilson Jr.,FA,0.0,RB,384.5,jeff wilson,jeffwilson,2024
James Turner,FA,0.0,K,385.0,james turner,jamesturner,2024
Joe Milton III,DAL,7.0,QB,386.0,joe milton,joemilton,2024
Ronnie Bell,DET,5.0,WR,386.0,ronnie bell,ronniebell,2024
Jarrett Stidham,DEN,14.0,QB,386.0,jarrett stidham,jarrettstidham,2024
Frank Gore Jr.,BUF,12.0,RB,387.0,frank gore,frankgore,2024
Tanner Hudson,CIN,12.0,TE,387.5,tanner hudson,tannerhudson,2024
Justin Jackson,FA,0.0,RB,388.0,justin jackson,justinjackson,2024
Brayden Narveson,FA,0.0,K,388.0,brayden narveson,braydennarveson,2024
Matthew Wright,CAR,11.0,K,389.0,matthew wright,matthewwright,2024
Bo Melton,GB,10.0,WR,389.0,bo melton,bomelton,2024
Austin Hooper,NE,14.0,TE,389.5,austin hooper,austinhooper,2024
Brandon Powell,FA,0.0,WR,389.5,brandon powell,brandonpowell,2024
Steven Sims Jr.,SEA,10.0,WR,391.0,steven sims,stevensims,2024
Hunter Renfrow,CAR,11.0,WR,392.0,hunter renfrow,hunterrenfrow,2024
Ainias Smith,PHI,5.0,WR,394.0,ainias smith,ainiassmith,2024
AJ Barner,SEA,10.0,TE,395.0,aj barner,ajbarner,2024
Peyton Hendershot,FA,0.0,TE,396.0,peyton hendershot,peytonhendershot,2024
Kevin Harris,FA,0.0,RB,397.0,kevin harris,kevinharris,2024
Patrick Ricard,BAL,14.0,RB,397.5,patrick ricard,patrickricard,2024
Lucas Havrisik,FA,0.0,K,399.0,lucas havrisik,lucashavrisik,2024
Trenton Irwin,JAC,12.0,WR,400.0,trenton irwin,trentonirwin,2024
Israel Abanikanda,SF,9.0,RB,401.0,israel abanikanda,israelabanikanda,2024
C.J. Ham,MIN,6.0,RB,401.0,cj ham,cjham,2024
Pharaoh Brown,MIA,6.0,TE,402.0,pharaoh brown,pharaohbrown,2024
Trey Palmer,TB,11.0,WR,402.0,trey palmer,treypalmer,2024
Tanner Brown,FA,0.0,K,402.5,tanner brown,tannerbrown,2024
Deneric Prince,FA,0.0,RB,403.0,deneric prince,denericprince,2024
Chris Conley,FA,0.0,WR,403.5,chris conley,chrisconley,2024
Ryan Succop,FA,0.0,K,406.0,ryan succop,ryansuccop,2024
Charlie Smyth,NO,12.0,K,406.0,charlie smyth,charliesmyth,2024
Johnny Mundt,JAC,12.0,TE,407.5,johnny mundt,johnnymundt,2024
Kareem Hunt,KC,6.0,RB,409.0,kareem hunt,kareemhunt,2024
DeeJay Dallas,ARI,11.0,RB,409.5,deejay dallas,deejaydallas,2024
Kyle Allen,DET,5.0,QB,410.0,kyle allen,kyleallen,2024
Andy Dalton,CAR,11.0,QB,410.0,andy dalton,andydalton,2024
Raheem Blackshear,CAR,11.0,RB,410.5,raheem blackshear,raheemblackshear,2024
Matthew Slater,FA,0.0,WR,411.0,matthew slater,matthewslater,2024
Malik Heath,GB,10.0,WR,412.0,malik heath,malikheath,2024
Dare Ogunbowale,HOU,14.0,RB,412.0,dare ogunbowale,dareogunbowale,2024
Brandon Allen,TEN,5.0,QB,413.0,brandon allen,brandonallen,2024
Isaiah Williams,CIN,12.0,WR,413.0,isaiah williams,isaiahwilliams,2024
Ray-Ray McCloud III,ATL,12.0,WR,413.0,ray ray mccloud,rayraymccloud,2024
Grant Calcaterra,PHI,5.0,TE,414.0,grant calcaterra,grantcalcaterra,2024
Alec Pierce,IND,14.0,WR,414.5,alec pierce,alecpierce,2024
Parris Campbell,DAL,7.0,WR,415.0,parris campbell,parriscampbell,2024
Britain Covey,LAR,6.0,WR,415.5,britain covey,britaincovey,2024
Jake Browning,CIN,12.0,QB,416.0,jake browning,jakebrowning,2024
Will Mallory,IND,14.0,TE,417.5,will mallory,willmallory,2024
Josh Pederson,FA,0.0,TE,418.0,josh pederson,joshpederson,2024
Mac Jones,SF,9.0,QB,418.5,mac jones,macjones,2024
Colson Yankoff,WAS,14.0,TE,418.5,colson yankoff,colsonyankoff,2024
Kylen Granson,PHI,5.0,TE,419.0,kylen granson,kylengranson,2024
Mack Hollins,NE,14.0,WR,419.0,mack hollins,mackhollins,2024
Carson Strong,FA,0.0,QB,420.0,carson strong,carsonstrong,2024
Jordan Akins,FA,0.0,TE,420.0,jordan akins,jordanakins,2024
Mark Ingram,II,0.0,RB,421.0,mark ingram,markingram,2024
Jameis Winston,NYG,11.0,QB,421.0,jameis winston,jameiswinston,2024
David Bell,CLE,10.0,WR,422.0,david bell,davidbell,2024
Riley Patterson,FA,0.0,K,422.0,riley patterson,rileypatterson,2024
A.J. Green,FA,0.0,WR,423.0,aj green,ajgreen,2024
Parker Washington,JAC,12.0,WR,425.0,parker washington,parkerwashington,2024
MyCole Pruitt,FA,0.0,TE,427.0,mycole pruitt,mycolepruitt,2024
Marcedes Lewis,FA,0.0,TE,428.0,marcedes lewis,marcedeslewis,2024
Jalen Brooks,DAL,7.0,WR,428.5,jalen brooks,jalenbrooks,2024
Emari Demercado,ARI,11.0,RB,430.0,emari demercado,emaridemercado,2024
Trace McSorley,FA,0.0,QB,431.0,trace mcsorley,tracemcsorley,2024
Jimmy Graham,FA,0.0,TE,431.0,jimmy graham,jimmygraham,2024
Anthony Brown Jr.,FA,0.0,QB,432.0,anthony brown,anthonybrown,2024
Teddy Bridgewater,FA,0.0,QB,434.0,teddy bridgewater,teddybridgewater,2024
Ramiz Ahmed,FA,0.0,K,435.0,ramiz ahmed,ramizahmed,2024
Ryan Tannehill,FA,0.0,QB,435.0,ryan tannehill,ryantannehill,2024
Noah Brown,WAS,14.0,WR,438.0,noah brown,noahbrown,2024
Charlie Jones,CIN,12.0,WR,439.5,charlie jones,charliejones,2024
Drew Ogletree,IND,14.0,TE,441.0,drew ogletree,drewogletree,2024
Melvin Gordon,III,0.0,RB,441.0,melvin gordon,melvingordon,2024
Velus Jones Jr.,NO,12.0,WR,442.5,velus jones,velusjones,2024
Sione Vaki,DET,5.0,RB,442.5,sione vaki,sionevaki,2024
Jalen Nailor,MIN,6.0,WR,443.0,jalen nailor,jalennailor,2024
Rex Burkhead,FA,0.0,RB,443.0,rex burkhead,rexburkhead,2024
Drew Lock,SEA,10.0,QB,444.0,drew lock,drewlock,2024
Caleb Shudak,FA,0.0,K,445.0,caleb shudak,calebshudak,2024
Donald Parham Jr.,PIT,9.0,TE,445.0,donald parham,donaldparham,2024
Jake Funk,FA,0.0,RB,445.5,jake funk,jakefunk,2024
Josh Johnson,WAS,14.0,QB,446.5,josh johnson,joshjohnson,2024
Lil'Jordan Humphrey,NYG,11.0,WR,447.0,liljordan humphrey,liljordanhumphrey,2024
KJ Hamler,BUF,12.0,WR,447.0,kj hamler,kjhamler,2024
Trishton Jackson,ARI,11.0,WR,448.5,trishton jackson,trishtonjackson,2024
Bub Means,NO,12.0,WR,449.0,bub means,bubmeans,2024
Quez Watkins,ARI,11.0,WR,450.0,quez watkins,quezwatkins,2024
Dez Fitzpatrick,LAC,5.0,WR,452.0,dez fitzpatrick,dezfitzpatrick,2024
Kene Nwangwu,NYJ,12.0,RB,453.0,kene nwangwu,kenenwangwu,2024
Michael Carter,ARI,11.0,RB,454.0,michael carter,michaelcarter,2024
Mitchell Trubisky,BUF,12.0,QB,455.5,mitchell trubisky,mitchelltrubisky,2024
Malik Davis,FA,0.0,RB,459.0,malik davis,malikdavis,2024
Jerick McKinnon,FA,0.0,RB,460.0,jerick mckinnon,jerickmckinnon,2024
Samson Nacua,FA,0.0,WR,460.0,samson nacua,samsonnacua,2024
Ronnie Rivers,LAR,6.0,RB,461.0,ronnie rivers,ronnierivers,2024
Randy Bullock,FA,0.0,K,462.0,randy bullock,randybullock,2024
Cody Schrader,LAR,6.0,RB,462.0,cody schrader,codyschrader,2024
Bailey Zappe,KC,6.0,QB,462.0,bailey zappe,baileyzappe,2024
Cedric Tillman,CLE,10.0,WR,462.0,cedric tillman,cedrictillman,2024
Ryan Flournoy,DAL,7.0,WR,462.5,ryan flournoy,ryanflournoy,2024
Zach Evans,NYJ,12.0,RB,463.0,zach evans,zachevans,2024
Anthony McFarland Jr.,FA,0.0,RB,463.3,anthony mcfarland,anthonymcfarland,2024
James McCourt,FA,0.0,K,464.0,james mccourt,jamesmccourt,2024
Chris Rodriguez Jr.,WAS,14.0,RB,464.0,chris rodriguez,chrisrodriguez,2024
Tylan Wallace,BAL,14.0,WR,464.5,tylan wallace,tylanwallace,2024
Marquez Valdes-Scantling,SEA,10.0,WR,466.0,marquez valdes scantling,marquezvaldesscantling,2024
E.J. Jenkins,PHI,5.0,TE,466.0,ej jenkins,ejjenkins,2024
Xavier Gipson,NYJ,12.0,WR,467.0,xavier gipson,xaviergipson,2024
Chris Brooks,GB,10.0,RB,468.0,chris brooks,chrisbrooks,2024
Sean Tucker,TB,11.0,RB,469.0,sean tucker,seantucker,2024
Jonathan Garibay,FA,0.0,K,470.0,jonathan garibay,jonathangaribay,2024
Isaiah McKenzie,FA,0.0,WR,470.5,isaiah mckenzie,isaiahmckenzie,2024
Bryce Perkins,FA,0.0,QB,471.0,bryce perkins,bryceperkins,2024
Jase McClellan,FA,0.0,RB,471.0,jase mcclellan,jasemcclellan,2024
Kameron Johnson,TB,11.0,WR,473.0,kameron johnson,kameronjohnson,2024
Jeremy Ruckert,NYJ,12.0,TE,473.0,jeremy ruckert,jeremyruckert,2024
Xavier Weaver,ARI,11.0,WR,474.5,xavier weaver,xavierweaver,2024
Tyrod Taylor,NYJ,12.0,QB,475.0,tyrod taylor,tyrodtaylor,2024
Jamari Thrash,CLE,10.0,WR,476.5,jamari thrash,jamarithrash,2024
Brandon Bolden,FA,0.0,RB,477.0,brandon bolden,brandonbolden,2024
Ashton Dulin,IND,14.0,WR,477.0,ashton dulin,ashtondulin,2024
Devin Culp,TB,11.0,TE,478.0,devin culp,devinculp,2024
Damien Harris,FA,0.0,RB,478.0,damien harris,damienharris,2024
DeVante Parker,FA,0.0,WR,479.0,devante parker,devanteparker,2024
Marcus Mariota,WAS,14.0,QB,480.0,marcus mariota,marcusmariota,2024
C.J. Uzomah,FA,0.0,TE,481.0,cj uzomah,cjuzomah,2024
Sterling Shepard,TB,11.0,WR,482.0,sterling shepard,sterlingshepard,2024
Princeton Fant,DAL,7.0,TE,484.0,princeton fant,princetonfant,2024
Eno Benjamin,FA,0.0,RB,484.0,eno benjamin,enobenjamin,2024
Jaheim Bell,NE,14.0,TE,484.5,jaheim bell,jaheimbell,2024
Travis Homer,CHI,7.0,RB,485.5,travis homer,travishomer,2024
Drew Sample,CIN,12.0,TE,486.0,drew sample,drewsample,2024
P.J. Walker,FA,0.0,QB,487.0,pj walker,pjwalker,2024
Matt Breida,FA,0.0,RB,488.0,matt breida,mattbreida,2024
Rashard Higgins,FA,0.0,WR,490.0,rashard higgins,rashardhiggins,2024
Tyreik McAllister,FA,0.0,RB,490.0,tyreik mcallister,tyreikmcallister,2024
Royce Freeman,FA,0.0,RB,491.0,royce freeman,roycefreeman,2024
Brenton Strange,JAC,12.0,TE,491.5,brenton strange,brentonstrange,2024
Cedrick Wilson Jr.,NO,12.0,WR,494.0,cedrick wilson,cedrickwilson,2024
River Cracraft,FA,0.0,WR,494.5,river cracraft,rivercracraft,2024
Joe Reed,FA,0.0,WR,495.0,joe reed,joereed,2024
Will Dissly,LAC,5.0,TE,496.0,will dissly,willdissly,2024
Lucas Krull,DEN,14.0,TE,496.5,lucas krull,lucaskrull,2024
Boston Scott,FA,0.0,RB,497.0,boston scott,bostonscott,2024
Trent Sherfield Sr.,DEN,14.0,WR,498.0,trent sherfield,trentsherfield,2024
Matt Ammendola,FA,0.0,K,498.0,matt ammendola,mattammendola,2024
Foster Moreau,NO,12.0,TE,499.0,foster moreau,fostermoreau,2024
Trayveon Williams,NE,14.0,RB,500.0,trayveon williams,trayveonwilliams,2024
Michael Thomas,FA,0.0,WR,500.0,michael thomas,michaelthomas,2024
John Bates,WAS,14.0,TE,500.5,john bates,johnbates,2024
Andrew Beck,NYJ,12.0,TE,501.0,andrew beck,andrewbeck,2024
Irv Smith Jr.,HOU,14.0,TE,502.0,irv smith,irvsmith,2024
Olamide Zaccheaus,CHI,7.0,WR,503.0,olamide zaccheaus,olamidezaccheaus,2024
Devin Duvernay,CHI,7.0,WR,505.0,devin duvernay,devinduvernay,2024
Skylar Thompson,PIT,9.0,QB,505.5,skylar thompson,skylarthompson,2024
Harrison Bryant,PHI,5.0,TE,506.0,harrison bryant,harrisonbryant,2024
Zach Pascal,NYG,11.0,WR,506.5,zach pascal,zachpascal,2024
Salvon Ahmed,IND,14.0,RB,508.0,salvon ahmed,salvonahmed,2024
Scotty Miller,PIT,9.0,WR,509.5,scotty miller,scottymiller,2024
Nick Westbrook-Ikhine,MIA,6.0,WR,510.0,nick westbrook ikhine,nickwestbrookikhine,2024
Jaren Hall,FA,0.0,QB,510.5,jaren hall,jarenhall,2024
Eric Saubert,SEA,10.0,TE,510.5,eric saubert,ericsaubert,2024
Tim Jones,MIN,6.0,WR,511.0,tim jones,timjones,2024
Kenny Yeboah,DET,5.0,TE,512.0,kenny yeboah,kennyyeboah,2024
Tommy Tremble,CAR,11.0,TE,514.0,tommy tremble,tommytremble,2024
Albert Okwuegbunam Jr.,IND,14.0,TE,514.5,albert okwuegbunam,albertokwuegbunam,2024
Trent Taylor,SF,9.0,WR,515.0,trent taylor,trenttaylor,2024
Nathan Peterman,FA,0.0,QB,515.5,nathan peterman,nathanpeterman,2024
Tre' McKitty,FA,0.0,TE,517.0,tre mckitty,tremckitty,2024
Dee Eskridge,MIA,6.0,WR,518.0,dee eskridge,deeeskridge,2024
Nathan Rourke,FA,0.0,QB,519.5,nathan rourke,nathanrourke,2024
Jacob Cowing,SF,9.0,WR,520.0,jacob cowing,jacobcowing,2024
Derius Davis,LAC,5.0,WR,520.5,derius davis,deriusdavis,2024
Ben DiNucci,FA,0.0,QB,520.5,ben dinucci,bendinucci,2024
Jack Stoll,NO,12.0,TE,521.0,jack stoll,jackstoll,2024
Malik Willis,GB,10.0,QB,521.0,malik willis,malikwillis,2024
Michael Pratt,TB,11.0,QB,522.0,michael pratt,michaelpratt,2024
John FitzPatrick,GB,10.0,TE,522.0,john fitzpatrick,johnfitzpatrick,2024
Armani Rogers,FA,0.0,TE,522.5,armani rogers,armanirogers,2024
James Mitchell,CAR,11.0,TE,524.0,james mitchell,jamesmitchell,2024
Tyler Goodson,IND,14.0,RB,525.0,tyler goodson,tylergoodson,2024
Davis Mills,HOU,14.0,QB,528.5,davis mills,davismills,2024
Pierre Strong Jr.,CLE,10.0,RB,529.0,pierre strong,pierrestrong,2024
Ian Thomas,LV,10.0,TE,529.5,ian thomas,ianthomas,2024
Chris Moore,WAS,14.0,WR,531.5,chris moore,chrismoore,2024
Jake Tonges,SF,9.0,TE,532.0,jake tonges,jaketonges,2024
James Robinson,FA,0.0,RB,532.0,james robinson,jamesrobinson,2024
Dareke Young,SEA,10.0,WR,533.0,dareke young,darekeyoung,2024
SaRodorick Thompson Jr.,FA,0.0,RB,533.5,sarodorick thompson,sarodorickthompson,2024
Parker Hesse,FA,0.0,TE,534.0,parker hesse,parkerhesse,2024
Hunter Long,JAC,12.0,TE,534.5,hunter long,hunterlong,2024
Dante Miller,NYG,11.0,RB,536.0,dante miller,dantemiller,2024
Harrison Mevis,NYJ,12.0,K,536.0,harrison mevis,harrisonmevis,2024
Brandon Johnson,PIT,9.0,WR,537.0,brandon johnson,brandonjohnson,2024
Deonte Harty,FA,0.0,WR,537.5,deonte harty,deonteharty,2024
Parker Romo,NE,14.0,K,540.0,parker romo,parkerromo,2024
Mason Rudolph,PIT,9.0,QB,541.5,mason rudolph,masonrudolph,2024
Dorian Thompson-Robinson,PHI,5.0,QB,544.0,dorian thompson robinson,dorianthompsonrobinson,2024
Austin Seibert,FA,0.0,K,545.0,austin seibert,austinseibert,2024
Josh Whyle,TEN,5.0,TE,546.0,josh whyle,joshwhyle,2024
Stetson Bennett,LAR,6.0,QB,546.5,stetson bennett,stetsonbennett,2024
Gunner Olszewski,FA,0.0,WR,548.0,gunner olszewski,gunnerolszewski,2024
Cameron Latu,PHI,5.0,TE,549.0,cameron latu,cameronlatu,2024
Payne Durham,TB,11.0,TE,550.0,payne durham,paynedurham,2024
Eric Tomlinson,FA,0.0,TE,550.0,eric tomlinson,erictomlinson,2024
Sean Clifford,GB,10.0,QB,550.5,sean clifford,seanclifford,2024
Spencer Shrader,IND,14.0,K,552.0,spencer shrader,spencershrader,2024
Duece Watts,FA,0.0,WR,553.0,duece watts,duecewatts,2024
Hassan Hall,FA,0.0,RB,554.0,hassan hall,hassanhall,2024
Jack Podlesny,FA,0.0,K,556.0,jack podlesny,jackpodlesny,2024
Jordan Travis,FA,0.0,QB,556.0,jordan travis,jordantravis,2024
Jack Colletto,FA,0.0,RB,557.0,jack colletto,jackcolletto,2024
Charlie Woerner,ATL,12.0,TE,560.5,charlie woerner,charliewoerner,2024
Allen Robinson,II,0.0,WR,562.0,allen robinson,allenrobinson,2024
Blake Watson,DEN,14.0,RB,562.5,blake watson,blakewatson,2024
Martavis Bryant,FA,0.0,WR,563.0,martavis bryant,martavisbryant,2024
Logan Thomas,FA,0.0,TE,564.0,logan thomas,loganthomas,2024
Jacob Saylors,FA,0.0,RB,564.5,jacob saylors,jacobsaylors,2024
Sam Hartman,WAS,14.0,QB,565.0,sam hartman,samhartman,2024
Tucker Fisk,LAC,5.0,TE,565.0,tucker fisk,tuckerfisk,2024
Jamison Crowder,FA,0.0,WR,567.0,jamison crowder,jamisoncrowder,2024
Phillip Dorsett,II,0.0,WR,568.0,phillip dorsett,phillipdorsett,2024
Chris Manhertz,NYG,11.0,TE,569.0,chris manhertz,chrismanhertz,2024
Laviska Shenault Jr.,BUF,12.0,WR,569.0,laviska shenault,laviskashenault,2024
Michael Burton,DEN,14.0,RB,570.0,michael burton,michaelburton,2024
Cole Fotheringham,FA,0.0,TE,570.5,cole fotheringham,colefotheringham,2024
Taylor Heinicke,LAC,5.0,QB,571.0,taylor heinicke,taylorheinicke,2024
Reggie Gilliam,BUF,12.0,RB,571.5,reggie gilliam,reggiegilliam,2024
Jeff Driskel,FA,0.0,QB,573.0,jeff driskel,jeffdriskel,2024
British Brooks,HOU,14.0,RB,573.0,british brooks,britishbrooks,2024
Robbie Chosen,FA,0.0,WR,574.0,robbie chosen,robbiechosen,2024
Jacob Harris,FA,0.0,TE,575.0,jacob harris,jacobharris,2024
C.J. Beathard,FA,0.0,QB,575.0,cj beathard,cjbeathard,2024
John Ross,FA,0.0,WR,576.0,john ross,johnross,2024
Joshua Kelley,FA,0.0,RB,576.5,joshua kelley,joshuakelley,2024
Rodney Williams,FA,0.0,TE,577.0,rodney williams,rodneywilliams,2024
Tarik Cohen,FA,0.0,RB,580.0,tarik cohen,tarikcohen,2024
Byron Pringle,FA,0.0,WR,580.0,byron pringle,byronpringle,2024
Xavier Hutchinson,HOU,14.0,WR,580.5,xavier hutchinson,xavierhutchinson,2024
Kayshon Boutte,NE,14.0,WR,580.5,kayshon boutte,kayshonboutte,2024
Luke Farrell,SF,9.0,TE,580.5,luke farrell,lukefarrell,2024
Max Duggan,FA,0.0,QB,581.0,max duggan,maxduggan,2024
Anthony Firkser,FA,0.0,TE,582.0,anthony firkser,anthonyfirkser,2024
Nick Mullens,JAC,12.0,QB,583.0,nick mullens,nickmullens,2024
Devin Leary,BAL,14.0,QB,583.5,devin leary,devinleary,2024
Robert Tonyan,KC,6.0,TE,584.0,robert tonyan,roberttonyan,2024
Daurice Fountain,FA,0.0,WR,586.0,daurice fountain,dauricefountain,2024
Nyheim Hines,FA,0.0,RB,588.0,nyheim hines,nyheimhines,2024
Godwin Igwebuike,FA,0.0,RB,589.0,godwin igwebuike,godwinigwebuike,2024
Charlie Kolar,BAL,14.0,TE,591.0,charlie kolar,charliekolar,2024
James Washington,FA,0.0,WR,592.0,james washington,jameswashington,2024
David Wells,FA,0.0,TE,593.0,david wells,davidwells,2024
Mike White,BUF,12.0,QB,594.0,mike white,mikewhite,2024
Dante Pettis,NO,12.0,WR,594.5,dante pettis,dantepettis,2024
Logan Woodside,CIN,12.0,QB,595.0,logan woodside,loganwoodside,2024
Russell Gage Jr.,SF,9.0,WR,596.0,russell gage,russellgage,2024
Desmond Ridder,FA,0.0,QB,596.0,desmond ridder,desmondridder,2024
