name,team,bye_week,position,adp,name_normalized,match_key,year,fantasy_points,games_played
Chase Allen,FA,0.0,TE,484.0,chase allen,chaseallen,2023,-1.0,-1.0
Lil'Jordan Humphrey,NYG,13.0,WR,485.0,liljordan humphrey,liljordanhumphrey,2023,47.2,16.0
Rashard Higgins,FA,0.0,WR,486.0,rashard higgins,rashardhiggins,2023,-1.0,-1.0
James McCourt,FA,0.0,K,487.0,james mccourt,jamesmccourt,2023,-1.0,-1.0
Tre'Quan Smith,FA,0.0,WR,488.0,trequan smith,trequansmith,2023,0.0,1.0
Jalen Guyton,FA,0.0,WR,489.0,jalen guyton,jalenguyton,2023,24.9,8.0
Carson Strong,FA,0.0,QB,491.0,carson strong,carsonstrong,2023,-1.0,-1.0
Adam Prentice,FA,0.0,RB,492.0,adam prentice,adamprentice,2023,2.4,12.0
Jalen Nailor,MIN,13.0,WR,493.0,jalen nailor,jalennailor,2023,5.9,6.0
Elijah Cooks,PHI,10.0,WR,494.0,elijah cooks,elijahcooks,2023,6.8,8.0
Rodney Adams,FA,0.0,WR,495.0,rodney adams,rodneyadams,2023,-1.0,-1.0
Damien Williams,FA,0.0,RB,496.0,damien williams,damienwilliams,2023,7.5,3.0
Tyler Badie,DEN,9.0,RB,497.0,tyler badie,tylerbadie,2023,-1.0,-1.0
Chad Henne,FA,0.0,QB,498.0,chad henne,chadhenne,2023,-1.0,-1.0
Johnny Mundt,JAC,9.0,TE,499.0,johnny mundt,johnnymundt,2023,29.4,16.0
Joe Reed,FA,0.0,WR,500.0,joe reed,joereed,2023,-1.0,-1.0
