"Name","Team","POS","PTS","PTS/G","GP","CMP","YDS","TD","INT","ATT","YDS","TD","FUM","TGT","REC","YDS","TD"
"Kyle Juszczyk","SF","RB","49.7","3.3","15","0","0","0","0","6","23","1","0","22","18","174","1"
"Matt Breida","NYG","RB","48.8","3.1","16","0","0","0","0","50","192","1","0","17","13","106","0"
"Justin Jackson","DET","RB","48.8","3.3","15","0","0","0","0","41","168","1","0","18","11","90","1"
"Jake Ferguson","DAL","TE","47","3.1","15","0","0","0","0","0","0","0","0","21","18","170","2"
"Mo Alie-Cox","IND","TE","46.5","2.9","16","0","0","0","0","0","0","0","1","27","18","185","2"
"David Bell","CLE","WR","45.4","3","15","0","0","0","0","0","0","0","0","33","24","214","0"
"Kadarius Toney","NYG","WR","44.9","5.6","8","0","0","0","0","4","56","0","1","18","14","153","2"
"Brandon Powell","LAR","WR","44.9","2.8","16","0","0","0","0","16","65","0","0","29","23","154","0"
"Caleb Huntley","ATL","RB","44.9","3.7","12","0","0","0","0","76","366","1","0","2","2","3","0"
"DeeJay Dallas","SEA","RB","44.6","3.2","14","0","0","0","1","33","157","0","0","18","16","129","0"
"Jameis Winston","NO","QB","43.9","14.6","3","73","858","4","5","5","16","0","0","0","0","0","0"
"A.J. Green","ARI","WR","43.5","3.1","14","0","0","0","0","0","0","0","0","42","21","145","1"
"Zack Moss","BUF","RB","43.4","3.6","12","0","0","0","0","75","342","0","1","10","8","32","0"
"Skyy Moore","KC","WR","43.4","2.7","16","0","0","0","0","3","24","0","3","33","22","250","0"
"Travis Homer","SEA","RB","43.1","4.3","10","0","0","0","0","19","74","0","1","18","16","157","1"
"Raheem Blackshear","CAR","RB","42.9","3.6","12","0","0","0","0","22","76","3","1","12","10","93","0"
"Joe Flacco","NYJ","QB","42.7","10.7","4","92","902","5","3","3","6","0","4","0","0","0","0"
"MyCole Pruitt","ATL","TE","42.6","3.6","12","0","0","0","0","0","0","0","0","16","13","116","3"
"Ashton Dulin","IND","WR","42.5","3.9","11","0","0","0","0","2","8","0","0","22","15","207","1"
"Javonte Williams","DEN","RB","42","10.5","4","0","0","0","0","47","204","0","1","22","16","76","0"
"Adam Trautman","NO","TE","41.9","3","14","0","0","0","0","0","0","0","0","21","17","189","1"
"KhaDarel Hodge","ATL","WR","41.2","2.6","16","0","0","0","0","0","0","0","0","20","13","202","1"
"Shane Zylstra","DET","TE","41","3.4","12","0","0","0","0","0","0","0","0","14","11","60","4"
"Josh Oliver","BAL","TE","40.9","2.6","16","0","0","0","0","0","0","0","0","23","14","149","2"
"Ian Thomas","CAR","TE","40.7","2.5","16","0","0","0","0","0","0","0","0","30","21","197","0"
"Scotty Miller","TB","WR","40.5","2.9","14","0","0","0","0","1","8","0","0","38","22","177","0"
"Dare Ogunbowale","HOU","RB","39.9","2.5","16","0","0","0","0","31","90","1","0","20","15","99","0"
"Peyton Hendershot","DAL","TE","39.5","2.5","16","0","0","0","0","1","2","1","0","16","11","103","2"
"Bailey Zappe","NE","QB","39.2","9.8","4","65","781","5","3","10","0","0","3","1","1","-6","0"
"PJ Walker","CAR","QB","39.1","6.5","6","63","731","3","3","6","39","0","0","0","0","0","0"
"Johnny Mundt","MIN","TE","39","2.4","16","0","0","0","0","0","0","0","0","21","19","140","1"
"Sammy Watkins","GB","WR","38.6","3.5","11","0","0","0","0","0","0","0","0","23","14","246","0"
"Justice Hill","BAL","RB","38.6","2.8","14","0","0","0","0","42","228","0","1","12","12","58","0"
"Marlon Mack","SF","RB","38.3","4.8","8","0","0","0","0","16","84","1","0","10","8","99","1"
"Alec Ingold","MIA","RB","38.3","2.4","16","0","0","0","0","6","8","1","0","23","15","105","1"
"Ty Johnson","NYJ","RB","38.3","2.4","16","0","0","0","0","25","148","1","0","21","10","75","0"
"Teddy Bridgewater","MIA","QB","38","7.6","5","49","683","4","4","3","27","0","0","0","0","0","0"
"Marquez Callaway","NO","WR","37.8","2.9","13","0","0","0","0","0","0","0","0","31","16","158","1"
"Cameron Brate","TB","TE","37.4","3.7","10","0","0","0","0","0","0","0","0","37","20","174","0"
"Mitchell Wilcox","CIN","TE","36.9","2.5","15","0","0","0","0","0","0","0","0","18","17","139","1"
"Gardner Minshew","PHI","QB","36.8","7.4","5","44","663","3","3","7","3","1","1","0","0","0","0"
"O.J. Howard","HOU","TE","36.5","2.8","13","0","0","0","0","0","0","0","0","23","10","145","2"
"Zach Pascal","PHI","WR","36","2.3","16","0","0","0","0","1","0","0","0","19","15","150","1"
"Eric Saubert","DEN","TE","35.8","2.2","16","0","0","0","0","0","0","0","0","24","15","148","1"
"Boston Scott","PHI","RB","34.8","2.5","14","0","0","0","0","45","163","2","0","6","5","15","0"
"Sterling Shepard","NYG","WR","34.4","11.5","3","0","0","0","0","0","0","0","0","24","13","154","1"
"Byron Pringle","CHI","WR","34","3.4","10","0","0","0","0","0","0","0","0","15","9","130","2"
"Amari Rodgers","GB","WR","33.9","2.3","15","0","0","0","0","2","7","0","2","20","13","182","1"
"Durham Smythe","MIA","TE","33.1","2.2","15","0","0","0","0","2","1","1","0","15","12","90","1"
"Colt McCoy","ARI","QB","32.8","8.2","4","90","780","1","3","14","36","0","0","0","0","0","0"
"Dyami Brown","WAS","WR","32.8","2.3","14","0","0","0","0","1","15","0","0","14","5","143","2"
"Avery Williams","ATL","RB","32.8","2","16","0","0","0","0","18","97","1","1","14","13","61","0"
"Malik Davis","DAL","RB","32.5","3","11","0","0","0","0","33","142","1","0","7","6","63","0"
"John Bates","WAS","TE","30.8","2.1","15","0","0","0","0","0","0","0","0","22","14","108","1"
"Craig Reynolds","DET","RB","30.8","3.4","9","0","0","0","0","23","102","0","0","10","9","116","0"
"Kyren Williams","LAR","RB","30.5","3.4","9","0","0","0","0","35","139","0","0","12","9","76","0"
"Khalil Shakir","BUF","WR","30.3","2.3","13","0","0","0","0","0","0","0","0","18","9","133","1"
"Jody Fortson","KC","TE","29.8","2.3","13","0","0","0","0","0","0","0","1","13","9","108","2"
"Steven Sims","PIT","WR","29.8","2.7","11","0","0","0","0","12","54","0","0","23","14","104","0"
"River Cracraft","MIA","WR","29.7","3","10","0","0","0","0","0","0","0","0","13","8","97","2"
"Denzel Mims","NYJ","WR","29.6","3.3","9","0","0","0","0","0","0","0","0","25","11","186","0"
"Jordan Mason","SF","RB","29","1.9","15","0","0","0","0","35","230","1","0","0","0","0","0"
"Zach Gentry","PIT","TE","28.9","1.8","16","0","0","0","0","0","0","0","0","22","18","109","0"
"Jarrett Stidham","LV","QB","28.9","7.2","4","31","437","3","2","7","34","0","0","0","0","0","0"
"Mike Boone","DEN","RB","28.8","3.2","9","0","0","0","0","24","102","0","0","15","9","96","0"
"Keelan Cole","LV","WR","28.6","2.2","13","0","0","0","0","0","0","0","0","18","9","136","1"
"Connor Heyward","PIT","TE","27.7","1.7","16","0","0","0","0","1","21","0","0","13","9","106","1"
"Brandon Bolden","LV","RB","27.3","1.8","15","0","0","0","0","17","66","0","0","9","9","57","1"
"Pierre Strong Jr.","NE","RB","27.2","1.9","14","0","0","0","0","10","100","1","0","7","7","42","0"
"Brevin Jordan","HOU","TE","26.8","2.7","10","0","0","0","0","0","0","0","0","27","14","128","0"
"Marcedes Lewis","GB","TE","26.6","1.7","16","0","0","0","0","0","0","0","0","7","6","66","2"
"James Mitchell","DET","TE","26.6","2","13","0","0","0","0","0","0","0","0","10","10","106","1"
"Cedrick Wilson Jr.","MIA","WR","26.4","1.8","15","0","0","0","0","1","8","0","0","17","12","136","0"
"Elijah Mitchell","SF","RB","26.1","6.5","4","0","0","0","0","40","224","0","0","4","3","7","0"
"KJ Hamler","DEN","WR","25.8","3.7","7","0","0","0","0","2","23","0","0","14","7","165","0"
"Albert Okwuegbunam","DEN","TE","25.5","3.6","7","0","0","0","0","0","0","0","0","17","10","95","1"
"Sony Michel","LAC","RB","24.9","2.5","10","0","0","0","0","36","106","0","0","13","9","53","0"
"Josiah Deguara","GB","TE","24.4","1.5","16","0","0","0","0","0","0","0","0","15","13","114","0"
"DeSean Jackson","BAL","WR","24.3","3.5","7","0","0","0","0","0","0","0","0","17","9","153","0"
"Donald Parham Jr.","LAC","TE","23.9","4.8","5","0","0","0","0","0","0","0","0","10","8","99","1"
"Pharaoh Brown","HOU","TE","23.7","1.6","15","0","0","0","0","0","0","0","0","20","12","117","0"
"Jack Stoll","PHI","TE","23.3","1.5","16","0","0","0","0","0","0","0","0","14","11","123","0"
"Tanner Hudson","NYG","TE","23.2","2.1","11","0","0","0","0","0","0","0","0","15","10","132","0"
"N'Keal Harry","CHI","WR","22.9","3.8","6","0","0","0","0","0","0","0","0","7","6","109","1"
"Desmond Ridder","ATL","QB","22.9","7.6","3","54","484","0","0","14","55","0","1","0","0","0","0"
"Malcolm Brown","LAR","RB","22.8","2.3","10","0","0","0","0","18","81","1","0","6","5","37","0"
"Jalen Reagor","MIN","WR","22.7","1.4","16","0","0","0","0","3","20","0","0","11","6","87","1"
"Jalen Nailor","MIN","WR","22.7","1.6","14","0","0","0","0","0","0","0","0","8","5","117","1"
"C.J. Ham","MIN","RB","22.6","1.4","16","0","0","0","0","4","7","2","0","8","6","39","0"
"Dan Arnold","JAX","TE","22.5","1.4","16","0","0","0","0","0","0","0","0","13","9","135","0"
"Hassan Haskins","TEN","RB","22.4","1.6","14","0","0","0","0","23","90","0","0","10","9","44","0"
"Geoff Swaim","TEN","TE","22.3","1.4","16","0","0","0","0","0","0","0","0","15","11","53","1"
"Tom Kennedy","DET","WR","22.1","3.2","7","0","0","0","0","0","0","0","0","16","8","141","0"
"Tevin Coleman","SF","RB","22","4.4","5","0","0","0","0","12","26","1","0","3","3","44","1"
"Gary Brightwell","NYG","RB","21.7","1.4","16","0","0","0","0","20","81","1","0","5","4","36","0"
"Eric Tomlinson","DEN","TE","21.6","1.4","16","0","0","0","0","0","0","0","0","12","8","76","1"
"David Sills V","NYG","WR","21.6","2.4","9","0","0","0","0","0","0","0","0","17","11","106","0"
"Breshad Perriman","TB","WR","21.4","2.1","10","0","0","0","0","2","-7","0","1","17","8","101","1"
"Jeff Smith","NYJ","WR","21.4","1.9","11","0","0","0","0","0","0","0","0","11","8","134","0"
"Sam Ehlinger","IND","QB","21.2","7.1","3","41","364","1","1","12","66","0","1","0","0","0","0"
"Darrel Williams","ARI","RB","21.1","3.5","6","0","0","0","0","21","102","1","0","8","4","9","0"
"Ko Kieft","TB","TE","21","1.3","16","0","0","0","0","0","0","0","0","10","7","80","1"
"Reggie Gilliam","BUF","RB","20.9","1.5","14","0","0","0","0","0","0","0","0","10","8","69","1"
"Quintin Morris","BUF","TE","20.4","1.6","13","0","0","0","0","0","0","0","1","11","8","84","1"
"Jonathan Williams","WAS","RB","20.1","1.7","12","0","0","0","0","23","120","0","0","8","5","31","0"
"Patrick Ricard","BAL","RB","20","1.3","16","0","0","0","0","7","16","0","0","13","11","74","0"
"Velus Jones Jr.","CHI","WR","20","1.8","11","0","0","0","0","8","61","0","3","12","6","79","1"
"Ross Dwelley","SF","TE","19.5","1.6","12","0","0","0","0","0","0","0","0","5","3","105","1"
"Chris Myarick","NYG","RB","19.5","1.2","16","0","0","0","0","0","0","0","0","8","7","65","1"
"Malik Willis","TEN","QB","19.3","2.4","8","31","276","0","3","27","123","1","2","0","0","0","0"
"Samori Toure","GB","WR","19.2","1.9","10","0","0","0","0","0","0","0","0","10","5","82","1"
"Teagan Quitoriano","HOU","TE","19","2.4","8","0","0","0","0","0","0","0","0","10","4","30","2"
"Michael Bandy","LAC","WR","18.9","1.9","10","0","0","0","0","0","0","0","0","21","10","89","0"
"Anthony Schwartz","CLE","WR","18.8","1.7","11","0","0","0","0","4","57","1","1","10","4","51","0"
"Benny Snell Jr.","PIT","RB","18.7","1.2","16","0","0","0","0","20","90","1","0","2","2","17","0"
"Zander Horvath","LAC","RB","18.6","1.2","15","0","0","0","0","4","8","0","0","8","5","8","2"
"Royce Freeman","HOU","RB","18.3","6.1","3","0","0","0","0","34","102","0","0","7","5","31","0"
"Brett Rypien","DEN","QB","18","4.5","4","53","483","2","4","6","7","0","1","0","0","0","0"
"Giovanni Ricci","CAR","TE","18","1.3","14","0","0","0","0","0","0","0","0","9","8","100","0"
"Brycen Hopkins","LAR","TE","17.9","1.4","13","0","0","0","0","0","0","0","0","10","7","109","0"
"Tre' McKitty","LAC","TE","17.2","1.1","16","0","0","0","0","0","0","0","0","17","10","72","0"
"Anthony Firkser","ATL","TE","16.9","1.7","10","0","0","0","0","0","0","0","0","12","8","89","0"
"Cam Sims","WAS","WR","16.9","1.1","16","0","0","0","0","0","0","0","0","17","8","89","0"
"Parker Hesse","ATL","TE","16.3","1","16","0","0","0","0","0","0","0","0","10","8","83","0"
"Brandon Johnson","DEN","WR","16.2","2.7","6","0","0","0","0","0","0","0","0","14","6","42","1"
"Kyle Allen","HOU","QB","15.9","8","2","46","416","2","4","6","13","0","1","0","0","0","0"
"Lawrence Cager","NYJ","TE","15.9","2.6","6","0","0","0","0","0","0","0","0","9","5","49","1"
"Keaontay Ingram","ARI","RB","15.8","1.4","11","0","0","0","0","24","55","1","0","2","2","23","0"
"Dax Milne","WAS","WR","15.7","1.1","14","0","0","0","0","0","0","0","0","7","6","37","1"
"Bryce Perkins","LAR","QB","15.4","3.1","5","19","161","1","2","19","90","0","0","0","0","0","0"
"T.Y. Hilton","DAL","WR","15.2","7.6","2","0","0","0","0","0","0","0","0","6","5","102","0"
"Jameson Williams","DET","WR","15.1","3","5","0","0","0","0","1","40","0","0","8","1","41","1"
"Phillip Lindsay","IND","RB","14.8","4.9","3","0","0","0","0","15","49","0","0","8","6","19","0"
"John Wolford","LAR","QB","14.8","4.9","3","38","390","1","3","8","32","0","1","0","0","0","0"
"Jordan Wilkins","IND","RB","14.7","3.7","4","0","0","0","0","13","58","0","0","8","6","29","0"
"Jeff Driskel","HOU","QB","14.6","2.4","6","12","95","1","0","17","68","0","0","1","1","4","0"
"James Proche II","BAL","WR","14.2","1","14","0","0","0","1","0","0","0","0","14","8","62","0"
"Derek Watt","PIT","RB","14.1","0.9","16","0","0","0","0","8","20","0","0","5","5","11","1"
"Dee Eskridge","SEA","WR","13.8","1.4","10","0","0","0","0","2","10","0","0","13","7","58","0"
"Armani Rogers","WAS","TE","13.8","1.4","10","0","0","0","0","1","24","0","0","6","5","64","0"
"David Blough","ARI","QB","13.6","13.6","1","24","222","1","0","2","7","0","0","0","0","0","0"
"Salvon Ahmed","MIA","RB","13.5","1.2","11","0","0","0","0","11","57","1","0","1","1","8","0"
"Jalen Virgil","DEN","WR","13.5","1.7","8","0","0","0","0","0","0","0","1","5","2","75","1"
"Grant Calcaterra","PHI","TE","13.1","0.9","14","0","0","0","0","0","0","0","0","9","5","81","0"
"Chris Evans","CIN","RB","12.8","1.1","12","0","0","0","0","0","0","0","0","4","3","38","1"
"Trey Lance","SF","QB","12.5","6.2","2","15","194","0","1","16","67","0","0","0","0","0","0"
"Marcus Johnson","NYG","WR","12.3","0.9","13","0","0","0","0","0","0","0","0","16","6","63","0"
"Jamison Crowder","BUF","WR","12","3","4","0","0","0","0","0","0","0","0","13","6","60","0"
"Andrew Beck","DEN","TE","11.9","1","12","0","0","0","0","2","0","0","0","9","5","69","0"
"Gunner Olszewski","PIT","WR","11.8","0.8","15","0","0","0","0","6","35","0","1","7","5","53","0"
"Kyle Philips","TEN","WR","11.8","3","4","0","0","0","0","0","0","0","2","13","8","78","0"
"Jordan Love","GB","QB","11.7","2.9","4","14","195","1","0","1","-1","0","0","0","0","0","0"
"Trent Taylor","CIN","WR","11.7","0.8","15","0","0","0","0","4","15","0","1","10","6","62","0"
"Tyrod Taylor","NYG","QB","11.3","3.8","3","6","58","1","1","5","70","0","1","0","0","0","0"
"Kevin Harris","NE","RB","11.2","2.2","5","0","0","0","0","18","52","1","0","0","0","0","0"
"Skylar Thompson","MIA","QB","11.1","1.8","6","40","382","1","3","11","18","0","2","0","0","0","0"
"Darrynton Evans","CHI","RB","10.7","1.8","6","0","0","0","0","14","64","0","0","1","1","33","0"
"Joshua Dobbs","TEN","QB","10.5","10.5","1","20","232","1","1","3","12","0","1","0","0","0","0"
"Jake Kumerow","BUF","WR","10.4","1.7","6","0","0","0","0","0","0","0","0","7","4","64","0"
"Tony Jones Jr.","NO","RB","10.4","1.7","6","0","0","0","0","10","24","0","0","8","5","30","0"
"Ty Montgomery","NE","WR","10.3","10.3","1","0","0","0","0","2","-2","0","0","4","3","15","1"
"Chris Manhertz","JAX","TE","10.2","0.6","16","0","0","0","0","0","0","0","0","8","6","42","0"
"Laquon Treadwell","SEA","WR","10.2","2","5","0","0","0","0","0","0","0","0","10","6","42","0"
"Snoop Conner","JAX","RB","10.2","1.5","7","0","0","0","0","12","42","1","0","0","0","0","0"
"Trevor Siemian","CHI","QB","10.2","5.1","2","15","184","1","1","4","8","0","0","0","0","0","0"
"Ronnie Rivers","LAR","RB","10","1.4","7","0","0","0","0","9","21","0","0","5","5","29","0"
"Andre Baccellia","ARI","WR","9.9","1.4","7","0","0","0","0","0","0","0","0","9","6","39","0"
"Tyler Kroft","SF","TE","9.7","1","10","0","0","0","0","0","0","0","0","5","4","57","0"
"Cole Beasley","TB","WR","9.5","2.4","4","0","0","0","0","0","0","0","0","7","6","35","0"
"Kevin White","NO","WR","9.4","1.3","7","0","0","0","0","0","0","0","0","5","2","74","0"
"Myles Gaskin","MIA","RB","9.4","2.3","4","0","0","0","0","10","26","0","0","6","4","28","0"
"Kenny Golladay","NYG","WR","9.1","0.8","11","0","0","0","0","0","0","0","0","10","4","51","0"
"Chris Streveler","NYJ","QB","9","4.5","2","10","90","0","0","9","54","0","0","0","0","0","0"
"Mike Strachan","IND","WR","8.9","0.7","12","0","0","0","0","0","0","0","0","9","3","59","0"
"Blake Bell","KC","TE","8.7","4.3","2","0","0","0","0","0","0","0","0","1","1","17","1"
"Chris Conley","HOU","WR","8.6","1.1","8","0","0","0","0","0","0","0","0","7","4","46","0"
"Cody Hollister","TEN","WR","8.4","0.8","11","0","0","0","0","0","0","0","0","5","3","54","0"
"Jalen Guyton","LAC","WR","8.4","2.8","3","0","0","0","0","0","0","0","0","4","2","64","0"
"Isaiah Spiller","LAC","RB","8.4","1.4","6","0","0","0","0","18","41","0","0","3","3","13","0"
"Nick Mullens","MIN","QB","8.3","2.8","3","10","108","1","0","0","0","0","0","0","0","0","0"
"Julius Chestnut","TEN","RB","8.3","1.7","5","0","0","0","0","9","12","0","0","3","3","41","0"
"Trace McSorley","ARI","QB","8.1","1.6","5","39","383","0","4","12","48","0","2","0","0","0","0"
"Corey Clement","ARI","RB","8.1","1","8","0","0","0","0","7","32","0","0","3","2","29","0"
"Trayveon Williams","CIN","RB","8","1.1","7","0","0","0","0","6","30","0","0","3","2","30","0"
"Nick Vannett","NO","TE","7.7","1","8","0","0","0","0","0","0","0","0","5","4","37","0"
"Tyler Mabry","SEA","TE","7.7","7.7","1","0","0","0","0","0","0","0","0","1","1","7","1"
"Spencer Brown","CAR","RB","7.3","3.6","2","0","0","0","0","9","43","0","0","4","2","10","0"
"Tyrion Davis-Price","SF","RB","7.2","1.4","5","0","0","0","0","26","72","0","0","2","0","0","0"
"Troy Hairston","HOU","RB","6.9","0.5","15","0","0","0","0","0","0","0","0","7","5","19","0"
"Ryan Griffin","CHI","TE","6.6","0.5","14","0","0","0","0","0","0","0","0","8","4","26","0"
"Trevon Wesco","CHI","TE","6.6","0.5","13","0","0","0","0","0","0","0","0","4","2","26","0"
"Stephen Sullivan","CAR","TE","6.6","0.5","13","0","0","0","0","0","0","0","0","6","2","46","0"
"Tyler Davis","GB","TE","6.6","0.4","16","0","0","0","0","0","0","0","0","7","4","26","0"
"Zamir White","LV","RB","6.6","0.5","13","0","0","0","0","16","66","0","0","0","0","0","0"
"Michael Woods II","CLE","WR","6.5","0.7","10","0","0","0","0","1","-5","0","0","8","4","30","0"
"Trestan Ebner","CHI","RB","6.2","0.4","16","0","0","0","0","24","54","0","1","6","2","8","0"
"Anthony McFarland Jr.","PIT","RB","6.1","6.1","1","0","0","0","0","6","30","0","0","2","2","11","0"
"Racey McMath","TEN","WR","6","1.5","4","0","0","0","0","0","0","0","0","8","2","40","0"
"Tim Jones","JAX","WR","6","0.4","16","0","0","0","0","0","0","0","0","4","3","30","0"
"Luke Farrell","JAX","TE","5.9","0.4","16","0","0","0","0","0","0","0","0","3","3","29","0"
"Mike Thomas","CIN","WR","5.8","0.6","10","0","0","0","0","0","0","0","0","10","2","38","0"
"Patrick Taylor","GB","RB","5.8","0.4","13","0","0","0","0","10","31","0","0","1","1","17","0"
"Ronald Jones","KC","RB","5.7","1.1","5","0","0","0","0","7","25","0","0","1","1","22","0"
"Stone Smartt","LAC","TE","5.7","1","6","0","0","0","0","0","0","0","0","5","4","17","0"
"Ben Ellefson","MIN","TE","5.6","1.4","4","0","0","0","0","0","0","0","0","3","3","26","0"
"Dwayne Washington","NO","RB","5.5","0.5","12","0","0","0","0","11","38","0","0","1","1","7","0"
"Kendall Blanton","LAR","TE","5.5","1.4","4","0","0","0","0","0","0","0","0","2","2","35","0"
"D'Ernest Johnson","CLE","RB","5.4","0.4","14","0","0","0","0","4","17","0","0","3","3","7","0"
"Simi Fehoko","DAL","WR","5.4","1.1","5","0","0","0","0","0","0","0","0","4","3","24","0"
"Montrell Washington","DEN","WR","5.2","0.3","15","0","0","0","0","5","30","0","1","9","4","2","0"
"Tylan Wallace","BAL","WR","5.1","0.6","8","0","0","0","0","0","0","0","0","6","3","21","0"
"Penny Hart","SEA","WR","5","0.6","9","0","0","0","0","0","0","0","0","4","3","20","0"
"Jesper Horsted","LV","TE","4.9","0.4","14","0","0","0","0","0","0","0","0","4","3","19","0"
"Ke'Shawn Vaughn","TB","RB","4.8","0.3","14","0","0","0","0","9","27","0","0","2","1","11","0"
"Jaelon Darden","TB","WR","4.8","0.4","13","0","0","0","0","1","2","0","0","2","2","26","0"
"Maxx Williams","ARI","TE","4.8","0.5","10","0","0","0","0","0","0","0","0","3","3","18","0"
"Tyrie Cleveland","DEN","WR","4.8","0.8","6","0","0","0","0","0","0","0","0","7","2","28","0"
"Adam Prentice","NO","RB","4.8","0.5","10","0","0","0","0","4","9","0","0","3","3","9","0"
"Jakob Johnson","LV","RB","4.7","0.3","16","0","0","0","0","0","0","0","0","5","4","7","0"
"Bryan Edwards","ATL","WR","4.5","0.6","7","0","0","0","0","0","0","0","0","5","3","15","0"
"Daylen Baldwin","CLE","WR","4.5","4.5","1","0","0","0","0","0","0","0","0","2","2","25","0"
"Dezmon Patmon","IND","WR","4.4","4.4","1","0","0","0","0","0","0","0","0","6","2","24","0"
"David Johnson","NO","RB","4.3","1.1","4","0","0","0","0","12","24","0","1","2","2","19","0"
"Cole Turner","WAS","TE","4.3","0.5","9","0","0","0","0","0","0","0","0","9","2","23","0"
"Mike Davis","BAL","RB","4.2","0.5","8","0","0","0","0","8","18","0","0","2","2","4","0"
"Andy Isabella","ARI","WR","4.2","0.8","5","0","0","0","0","1","1","0","0","5","2","21","0"
"Kyle Rudolph","TB","TE","4","0.5","8","0","0","0","0","0","0","0","0","4","2","20","0"
"Lil'Jordan Humphrey","NE","WR","4","0.7","6","0","0","0","0","0","0","0","0","4","2","20","0"
"Jonathan Ward","ARI","RB","4","0.6","7","0","0","0","0","4","26","0","0","1","1","4","0"
"Freddie Swain","MIA","WR","4","1.3","3","0","0","0","0","0","0","0","0","3","2","20","0"
"Stephen Anderson","ARI","TE","3.9","0.3","15","0","0","0","0","0","0","0","0","7","3","9","0"
"Michael Burton","KC","RB","3.8","0.2","16","0","0","0","0","5","7","0","0","3","2","11","0"
"Keith Kirkwood","NO","WR","3.8","0.9","4","0","0","0","0","0","0","0","0","4","2","18","0"
"Larry Rountree III","LAC","RB","3.8","1.3","3","0","0","0","0","10","15","0","0","1","1","13","0"
"Dennis Houston","DAL","WR","3.6","1.8","2","0","0","0","0","0","0","0","0","6","2","16","0"
"Quintez Cephus","DET","WR","3.5","0.9","4","0","0","0","0","0","0","0","0","3","2","15","0"
"Nsimba Webster","CHI","WR","3.4","1.7","2","0","0","0","0","0","0","0","0","3","2","14","0"
"Austin Trammell","LAR","WR","3.3","0.7","5","0","0","0","0","0","0","0","0","4","2","13","0"
"Jalen Tolbert","DAL","WR","3.2","0.4","8","0","0","0","0","0","0","0","0","3","2","12","0"
"Miles Boykin","PIT","WR","3.1","0.2","15","0","0","0","0","0","0","0","0","3","2","11","0"
"Sean McKeon","DAL","TE","3.1","0.3","12","0","0","0","0","0","0","0","0","3","2","11","0"
"Danny Gray","SF","WR","2.9","0.2","12","0","0","0","0","1","9","0","0","7","1","10","0"
"Juwann Winfree","GB","WR","2.7","0.9","3","0","0","0","0","0","0","0","0","4","1","17","0"
"J.J. Taylor","NE","RB","2.7","2.7","1","0","0","0","0","10","9","0","0","1","1","8","0"
"Mason Schreck","HOU","TE","2.6","0.9","3","0","0","0","0","0","0","0","0","2","2","6","0"
"DJ Turner","LV","WR","2.6","0.3","9","0","0","0","0","4","26","0","0","1","0","0","0"
"Deven Thompkins","TB","WR","2.6","0.6","4","0","0","0","0","1","9","0","0","1","1","7","0"
"Devin Asiasi","CIN","TE","2.5","0.2","12","0","0","0","0","0","0","0","0","4","2","5","0"
"Demetric Felton Jr.","CLE","RB","2.4","0.3","8","0","0","0","0","1","-4","0","0","4","2","8","0"
"Keith Smith","ATL","RB","2","0.1","16","0","0","0","0","1","2","0","0","2","1","8","0"
"Jason Cabinda","DET","RB","1.9","0.3","7","0","0","0","0","1","4","0","0","4","1","5","0"
"Trey Sermon","PHI","RB","1.9","0.9","2","0","0","0","0","2","19","0","0","0","0","0","0"
"Tyron Johnson","LV","WR","1.8","0.5","4","0","0","0","0","0","0","0","0","1","1","8","0"
"Drew Sample","CIN","TE","1.8","0.9","2","0","0","0","0","0","0","0","0","2","2","-2","0"
"Nick Foles","IND","QB","1.8","0.6","3","25","224","0","4","2","8","0","0","0","0","0","0"
"Godwin Igwebuike","SEA","RB","1.7","0.4","4","0","0","0","0","3","4","0","0","1","1","3","0"
"Devine Ozigbo","DEN","RB","1.7","0.4","4","0","0","0","0","3","4","0","0","1","1","3","0"
"Tommy Sweeney","BUF","TE","1.7","0.3","5","0","0","0","0","0","0","0","0","1","1","7","0"
"Jalen Camp","HOU","WR","1.7","0.8","2","0","0","0","0","0","0","0","0","1","1","7","0"
"Braylon Sanders","MIA","WR","1.7","0.6","3","0","0","0","0","0","0","0","1","3","2","17","0"
"Maurice Alexander","DET","WR","1.7","0.4","4","0","0","0","0","0","0","0","0","1","1","7","0"
"C.J. Board","TEN","WR","1.6","0.4","4","0","0","0","0","0","0","0","0","1","1","6","0"
"Kene Nwangwu","MIN","RB","1.6","0.1","16","0","0","0","0","4","1","0","0","1","1","5","0"
"Jacob Harris","LAR","WR","1.6","0.2","7","0","0","0","0","0","0","0","0","1","1","6","0"
"KaVontae Turpin","DAL","WR","1.6","0.1","16","0","0","0","0","3","17","0","1","2","1","9","0"
"Jason Moore Jr.","LAC","WR","1.5","0.3","6","0","0","0","0","0","0","0","0","2","1","5","0"
"Brian Hoyer","NE","QB","1.5","1.5","1","5","37","0","0","0","0","0","0","0","0","0","0"
"Richard Rodgers","LAC","TE","1.4","0.1","10","0","0","0","0","0","0","0","0","3","1","4","0"
"Deonte Harty","NO","WR","1.3","0.3","4","0","0","0","0","0","0","0","1","2","2","13","0"
"Mason Kinsey","TEN","WR","1.3","0.7","2","0","0","0","0","0","0","0","0","1","1","3","0"
"Cody White","PIT","WR","1.2","1.2","1","0","0","0","0","0","0","0","0","1","1","2","0"
"Jerome Ford","CLE","RB","1.2","0.1","12","0","0","0","0","8","12","0","0","0","0","0","0"
